,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2102,0.0060943416,-0.020799682,0.015009024,0.018811295,-0.039020702,-0.02604359,0.002556808,-0.006324852,-0.00033602316,-0.017060878,0.01758796,0.015555839,0.0013206139,0.022544824,0.009350187,-0.01718585,0.007375016,-0.019177653,0.017569005,-0.0009985182,-0.0036972472,-0.013618591,0.024450827,-0.0030905895,-0.0085665565,-0.007042671,0.010646184,0.0073088813,0.008254652,0.00861642,0.042832952,-0.0081283,-0.010244855,-0.016275454,0.012319588,0.022579446,-0.0022789491,-0.016803129,-0.016489625,0.013011856,0.014865084,0.010863085,-0.013310194,0.0046432265,0.0023337163,0.004373772,0.017428575,0.004471911,0.0135782715,0.0013515814,0.005782388,0.012625764,-0.029143116,-0.0063934242,-0.009407453,-0.012777557,-0.005502845,0.029898826,-0.017316623,0.019365568,-0.033657394,-0.006697701,0.0032550613,0.011724447
2103,0.014224532,0.015866945,-0.0069745015,-0.009247036,0.017159518,-0.0038260864,-0.025513727,-0.022665745,-0.018389046,0.009943215,0.0028485148,0.013809707,-0.008545053,0.0031707939,0.0125118075,-0.006186931,0.009135505,-0.0132385185,-0.007261077,-0.007634758,-0.023916792,0.009739449,-0.009388046,0.00024988237,0.009614933,0.0089306235,0.013307702,-0.0019697098,-0.008465966,-0.0015943642,-0.03374669,-0.02894225,-0.026453992,-0.019944936,0.007995484,-0.01810958,-0.007563251,0.025984567,-0.0071252794,0.014750311,-0.018672355,-0.004108751,-0.01900044,-0.0067806616,0.016806163,-0.03454641,0.008688473,0.004754712,-0.011882999,-0.028921157,0.0014425901,-0.010589854,0.004653524,0.0004370429,0.032035578,-0.0047871126,-0.02046995,0.0035855127,0.004399934,0.02718375,0.016702225,0.007137421,0.029266058,-0.02377526
2104,-0.012795031,-0.018531518,-0.0077961963,-0.027533723,0.012703019,-0.004444454,-0.029416125,-0.020311581,0.006270277,0.01676253,0.039934617,0.05827725,0.008288189,-0.019790763,-0.042640924,0.0053542294,-0.016258823,-0.008307145,-0.012241936,-0.0028158177,0.021319605,0.0031409713,-0.0031726968,-0.020713074,-0.03349366,-0.009726158,-0.001075651,0.035358597,0.0026054904,0.01965479,-0.009985912,-0.023698876,-0.019302335,-0.014504521,0.042569395,-0.016427733,0.016769784,-0.018058544,0.01863146,0.0076990193,-0.003132758,-0.0008152505,-0.013095754,0.008921444,-0.00909967,-0.024512116,-0.025558751,0.0034517583,0.031581827,0.0031998323,-0.0023727666,0.0057165227,0.026120035,0.00438765,-0.008218545,0.022125775,0.008575128,0.03071512,0.0036646887,-0.02448938,-0.027363185,0.03301856,0.034473315,-0.0035903843
2105,-0.0076637464,0.029228887,-0.022140913,-0.01789454,0.012866536,-0.007892102,-0.000102437334,-0.003268858,0.0067514908,0.028149636,0.0018116982,0.012878776,-0.041003443,-0.000974368,-0.016864605,-0.024376262,-0.017563047,-0.006682469,0.018318051,-0.026527854,0.00061262987,-0.009683388,-0.006553462,0.020055156,0.010762309,0.026747962,-0.0030901136,-0.013918852,-0.0044771763,0.004849936,0.0035314672,-0.021687761,0.0018097956,0.0045645665,0.05034948,0.037536893,-0.017064868,-0.005747667,-0.02926884,-0.011814141,0.0063121,0.024117073,-0.014581677,-0.013082929,-0.04294578,-0.0032533184,-0.021248288,-0.010588788,-0.017537216,-0.0018852511,-0.035154566,-0.029340904,0.04258494,-0.025748452,-0.02193571,0.03673827,0.058101345,-0.023431333,-0.007364979,0.006831111,0.034573954,-0.019737141,-0.004905557,0.015546751
2106,0.008695321,-0.0075231213,-0.0026764593,-0.027497916,-0.0047634747,-0.00532775,0.004643398,-0.011106544,0.009430771,0.020254316,0.0031085867,0.0070351283,0.0010631069,1.6878619e-06,-0.014431161,0.006329885,-0.0019457319,0.041863367,0.0314671,0.007716931,-0.015261144,-0.022248229,0.023822859,0.0052549844,0.009602868,-0.03489172,0.01854877,0.009088406,-0.022208614,-0.009430496,0.0052743442,0.0010493359,-0.005843424,-0.0020697655,-0.0050395476,0.0030512502,0.02942984,-0.05133317,-0.004737005,0.0035302485,0.00591988,-0.007438292,-0.035134435,0.00655991,0.034547005,-0.030677227,0.01727656,-0.0065705045,-0.0012264869,-0.02105797,-0.0066891233,0.026000893,0.011653105,0.03464623,0.023548238,0.008781734,0.03487869,0.008779863,0.016559763,-0.005931419,0.0013309163,-0.013948477,0.01979168,-0.023566073
2199,0.015647007,-0.0038130211,0.023424942,0.01501738,0.036412925,0.014615494,-0.031440806,-0.0013390635,-0.023440143,-0.010365597,0.03022457,0.012750676,-0.013978609,-0.020274347,0.00065564184,-0.024331203,-0.013422806,0.0062401895,0.023106242,0.012175229,-0.04582579,0.0060873344,0.0014406715,0.0082778055,0.032324195,-0.041264765,-0.011822068,0.011818127,-0.031631887,0.02951898,0.007367132,0.01693168,-0.011418873,0.016275274,0.021369431,0.0046575605,0.004688018,0.005406865,-0.017266905,-0.0029505736,-0.0030504507,0.0076678772,0.019996485,-0.021170722,-0.0025001806,0.029629111,-0.014871765,-0.016445,0.004046124,0.016887704,0.00022852111,0.026579212,0.017135879,0.016836401,0.01108233,0.04655306,-0.0041032336,-0.040070444,0.032085087,-0.009153988,0.002157609,0.026191013,-0.03204519,-0.025032945
